"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.44","","","","2"
"2021-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.56","","","","2"
"2021-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.53","","","","2"
"2021-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.62","","","","2"
"2021-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.50","","","","2"
"2021-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.49","","","","2"
"2021-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.43","","","","2"
"2021-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.41","","","","2"
"2021-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.52","","","","2"
"2021-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.55","","","","2"
"2021-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.49","","","","2"
"2022-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.68","","","","2"
"2022-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.76","","","","2"
"2022-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.74","","","","2"
"2022-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.70","","","","2"
"2022-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","3.88","","","","2"
"2022-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.00","","","","2"
"2022-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.07","","","","2"
"2022-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.06","","","","2"
"2022-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.15","","","","2"
"2022-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.26","","","","2"
"2022-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.21","","","","2"
"2022-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.31","","","","2"
"2023-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.43","","","","2"
"2023-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.44","","","","2"
"2023-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.58","","","","2"
"2023-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.76","","","","2"
"2023-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.83","","","","2"
"2023-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.78","","","","2"
"2023-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.90","","","","2"
"2023-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.94","","","","2"
"2023-09","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.83","","","","2"
"2023-10","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.85","","","","2"
"2023-11","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.78","","","","2"
"2023-12","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.83","","","","2"
"2024-01","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.73","","","","2"
"2024-02","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.46","","","","2"
"2024-03","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.75","","","","2"
"2024-04","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.75","","","","2"
"2024-05","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.26","","","","2"
"2024-06","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.49","","","","2"
"2024-07","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.70","","","","2"
"2024-08","Ontario","2016A000235","Salsa, 418 millilitres","Dollars","81","units","0","v1458870128","6.104","4.71","","","","2"
"2017-01","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.98","","","","2"
"2017-02","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.87","","","","2"
"2017-03","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.85","","","","2"
"2017-04","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.01","","","","2"
"2017-05","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.98","","","","2"
"2017-06","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.94","","","","2"
"2017-07","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.85","","","","2"
"2017-08","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.99","","","","2"
"2017-09","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.00","","","","2"
"2017-10","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.97","","","","2"
"2017-11","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.96","","","","2"
"2017-12","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.96","","","","2"
"2018-01","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.01","","","","2"
"2018-02","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.69","","","","2"
"2018-03","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.91","","","","2"
"2018-04","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.97","","","","2"
"2018-05","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.95","","","","2"
"2018-06","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.83","","","","2"
"2018-07","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.85","","","","2"
"2018-08","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.94","","","","2"
"2018-09","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.99","","","","2"
"2018-10","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.96","","","","2"
"2018-11","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.04","","","","2"
"2018-12","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.17","","","","2"
"2019-01","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.03","","","","2"
"2019-02","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.80","","","","2"
"2019-03","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.06","","","","2"
"2019-04","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.95","","","","2"
"2019-05","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.01","","","","2"
"2019-06","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.05","","","","2"
"2019-07","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.97","","","","2"
"2019-08","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.18","","","","2"
"2019-09","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.04","","","","2"
"2019-10","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.03","","","","2"
"2019-11","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.98","","","","2"
"2019-12","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.17","","","","2"
"2020-01","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.93","","","","2"
"2020-02","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","1.89","","","","2"
"2020-03","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.31","","","","2"
"2020-04","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.31","","","","2"
"2020-05","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.36","","","","2"
"2020-06","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.27","","","","2"
"2020-07","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.18","","","","2"
"2020-08","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.23","","","","2"
"2020-09","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.18","","","","2"
"2020-10","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.19","","","","2"
"2020-11","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.29","","","","2"
"2020-12","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.34","","","","2"
"2021-01","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.18","","","","2"
"2021-02","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.22","","","","2"
"2021-03","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.34","","","","2"
"2021-04","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.11","","","","2"
"2021-05","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.15","","","","2"
"2021-06","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.30","","","","2"
"2021-07","Ontario","2016A000235","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870123","6.105","2.39","","","","2"
